date;ili_cases;resp_admissions;otc_sales_index;flu_vaccine_campaign;holiday;day_of_week;month;year;trend
2021-01-25;15314;76275;358870;0;0;Monday;1;2021;15,44614068716258
2021-01-26;15489;77023;362043;0;0;Tuesday;1;2021;15,44287081441095
2021-01-27;15629;77769;365088;0;0;Wednesday;1;2021;15,43172510897587
2021-01-28;15773;78620;368924;0;0;Thursday;1;2021;15,43506078777500
2021-01-29;15933;79312;372486;0;0;Friday;1;2021;15,42229686855607
2021-01-30;16102;64182;375527;0;0;Saturday;1;2021;15,42062802840387
2021-01-31;16234;64963;379194;0;0;Sunday;1;2021;15,42254837770801
2021-02-01;16392;82023;383342;0;0;Monday;2;2021;15,43977363186086
2021-02-02;16552;82815;387346;0;0;Tuesday;2;2021;15,45373225448725
2021-02-03;16710;83823;390809;0;0;Wednesday;2;2021;15,46077130511763
2021-02-04;16852;84589;394436;0;0;Thursday;2;2021;15,46361132099534
2021-02-05;17004;85378;398101;0;0;Friday;2;2021;15,46373125777598
2021-02-06;17164;69038;402113;0;0;Saturday;2;2021;15,47475178091308
2021-02-07;17323;69736;404947;0;0;Sunday;2;2021;15,46581077877785
2021-02-08;17456;87888;408232;0;0;Monday;2;2021;15,46726914206673
2021-02-09;17595;88856;412035;0;0;Tuesday;2;2021;15,48457963784616
2021-02-10;17739;89693;414997;0;0;Wednesday;2;2021;15,48144557956601
2021-02-11;17871;90488;418897;0;0;Thursday;2;2021;15,47117885774946
2021-02-12;18050;91287;423101;0;0;Friday;2;2021;15,47618798928965
2021-02-13;18224;73727;426191;0;0;Saturday;2;2021;15,48413956833469
2021-02-14;18349;74526;429500;0;0;Sunday;2;2021;15,50620494399341
2021-02-15;18468;93990;433003;0;0;Monday;2;2021;15,50212998359156
2021-02-16;18621;94720;435780;0;0;Tuesday;2;2021;15,50186384548858
2021-02-17;18742;95568;439127;0;0;Wednesday;2;2021;15,51926393104360
2021-02-18;18865;96380;441987;0;0;Thursday;2;2021;15,52158491285171
2021-02-19;18984;97147;445651;0;0;Friday;2;2021;15,52962727634558
2021-02-20;19131;78539;448378;0;0;Saturday;2;2021;15,53933031090239
2021-02-21;19236;79392;451501;0;0;Sunday;2;2021;15,55719223264588
2021-02-22;19348;100007;454915;0;0;Monday;2;2021;15,57136200524618
2021-02-23;19476;100675;458019;0;0;Tuesday;2;2021;15,57595227859988
2021-02-24;19603;101463;460910;0;0;Wednesday;2;2021;15,56806065053273
2021-02-25;19737;102156;464371;0;0;Thursday;2;2021;15,57226767683327
2021-02-26;19878;102884;467345;0;0;Friday;2;2021;15,58466662485646
2021-02-27;19993;82927;470232;0;0;Saturday;2;2021;15,60243422715929
2021-02-28;20091;83635;473521;0;0;Sunday;2;2021;15,61408555533035
2021-03-01;20217;105067;476021;0;0;Monday;3;2021;15,60385865178440
2021-03-02;20340;105700;478407;0;0;Tuesday;3;2021;15,61012088290126
2021-03-03;20431;106360;480534;0;0;Wednesday;3;2021;15,60380706172125
2021-03-04;20529;107050;482941;0;0;Thursday;3;2021;15,60403280936709
2021-03-05;20633;107735;485668;0;0;Friday;3;2021;15,59804808142239
2021-03-06;20758;86947;488649;0;0;Saturday;3;2021;15,62012250508660
2021-03-07;20855;87463;491244;0;0;Sunday;3;2021;15,62328147549061
2021-03-08;20964;110030;493599;0;0;Monday;3;2021;15,64689573769761
2021-03-09;21031;110630;495957;0;0;Tuesday;3;2021;15,63447526703496
2021-03-10;21147;111283;497368;0;0;Wednesday;3;2021;15,63164069282201
2021-03-11;21213;111878;499899;0;0;Thursday;3;2021;15,64459339824512
2021-03-12;21303;112398;501657;0;0;Friday;3;2021;15,64427069814521
2021-03-13;21378;90515;504319;0;0;Saturday;3;2021;15,66912874157260
2021-03-14;21457;91064;505842;0;0;Sunday;3;2021;15,66761073741756
2021-03-15;21523;114241;507456;0;0;Monday;3;2021;15,65104111673284
2021-03-16;21616;114863;509096;0;0;Tuesday;3;2021;15,65512084176359
2021-03-17;21677;115244;510402;0;0;Wednesday;3;2021;15,65614684059361
2021-03-18;21734;115906;513224;0;0;Thursday;3;2021;15,65976356756790
2021-03-19;21848;116230;514344;0;0;Friday;3;2021;15,65650591757552
2021-03-20;21900;93381;515773;0;0;Saturday;3;2021;15,65464930093055
2021-03-21;21966;93687;516358;0;0;Sunday;3;2021;15,65172215624472
2021-03-22;21994;117542;518078;0;0;Monday;3;2021;15,65265211472210
2021-03-23;22065;117862;519200;0;0;Tuesday;3;2021;15,64616540860751
2021-03-24;22122;118490;520789;0;0;Wednesday;3;2021;15,66232301326298
2021-03-25;22166;118803;521076;0;0;Thursday;3;2021;15,65852844548128
2021-03-26;22185;119248;523293;0;0;Friday;3;2021;15,67632167485660
2021-03-27;22253;95841;524422;0;0;Saturday;3;2021;15,66677890230812
2021-03-28;22315;96148;525486;0;0;Sunday;3;2021;15,68020119000006
2021-03-29;22341;120545;526119;0;0;Monday;3;2021;15,67916903992193
2021-03-30;22370;120749;527116;0;0;Tuesday;3;2021;15,68548459019536
2021-03-31;22403;121228;528749;0;0;Wednesday;3;2021;15,69812903576215
2021-04-01;22455;121495;528631;0;0;Thursday;4;2021;15,69395768409623
2021-04-02;22456;121811;529888;0;0;Friday;4;2021;15,70133162924766
2021-04-03;22498;97566;529625;0;0;Saturday;4;2021;15,70588473858154
2021-04-04;22481;97838;529785;0;0;Sunday;4;2021;15,69969923554592
2021-04-05;22496;122710;529840;0;0;Monday;4;2021;15,71046628577416
2021-04-06;22482;122689;529837;0;0;Tuesday;4;2021;15,69244886367372
2021-04-07;22508;123036;530301;0;0;Wednesday;4;2021;15,71288897751561
2021-04-08;22501;123357;530878;0;0;Thursday;4;2021;15,72985218990531
2021-04-09;22500;123660;530884;0;0;Friday;4;2021;15,73283542110666
2021-04-10;22496;98930;530897;0;0;Saturday;4;2021;15,73351270530814
2021-04-11;22495;99159;531138;0;0;Sunday;4;2021;15,74198219174704
2021-04-12;22495;123859;531724;0;0;Monday;4;2021;15,74212841240925
2021-04-13;22518;123969;531889;0;0;Tuesday;4;2021;15,74517535160690
2021-04-14;22522;123959;531683;0;0;Wednesday;4;2021;15,75247332572406
2021-04-15;22501;124121;531844;0;0;Thursday;4;2021;15,75652678814369
2021-04-16;22504;124258;532119;0;0;Friday;4;2021;15,77862878354854
2021-04-17;22485;99410;531662;0;0;Saturday;4;2021;15,78027129353933
2021-04-18;22460;99371;531189;0;0;Sunday;4;2021;15,77651804529598
2021-04-19;22445;124154;530274;0;0;Monday;4;2021;15,77019250037884
2021-04-20;22417;124173;529775;0;0;Tuesday;4;2021;15,76953229405152
2021-04-21;22397;124245;528588;0;0;Wednesday;4;2021;15,76478845002024
2021-04-22;22355;124383;528197;0;0;Thursday;4;2021;15,77923927342870
2021-04-23;22316;124324;527403;0;0;Friday;4;2021;15,78671668448170
2021-04-24;22272;99510;526814;0;0;Saturday;4;2021;15,79066993827738
2021-04-25;22243;99456;526001;0;0;Sunday;4;2021;15,79594755507641
2021-04-26;22201;124134;525064;0;0;Monday;4;2021;15,79187479025301
2021-04-27;22167;124295;524578;0;0;Tuesday;4;2021;15,82038412777326
2021-04-28;22106;124226;523795;0;0;Wednesday;4;2021;15,83347182501808
2021-04-29;22054;124231;522627;0;0;Thursday;4;2021;15,84631322920654
2021-04-30;21985;124036;521129;0;0;Friday;4;2021;15,85301559411450
2021-05-01;21914;99094;520380;0;0;Saturday;5;2021;15,85960757062980
2021-05-02;21874;98977;518726;0;0;Sunday;5;2021;15,87138775163394
2021-05-03;21789;123625;517647;0;0;Monday;5;2021;15,88073147162978
2021-05-04;21733;123503;516620;0;0;Tuesday;5;2021;15,89353701593209
2021-05-05;21670;123312;514642;0;0;Wednesday;5;2021;15,89409133834755
2021-05-06;21588;123110;514512;0;0;Thursday;5;2021;15,91180650246600
2021-05-07;21555;122745;512205;0;0;Friday;5;2021;15,90207258019102
2021-05-08;21474;98045;511320;0;0;Saturday;5;2021;15,92533268492245
2021-05-09;21405;97751;509668;0;0;Sunday;5;2021;15,92951107948027
2021-05-10;21331;122009;507877;0;0;Monday;5;2021;15,93658174105198
2021-05-11;21246;121576;505466;0;0;Tuesday;5;2021;15,94100015109455
2021-05-12;21139;121235;503538;0;0;Wednesday;5;2021;15,93756963100001
2021-05-13;21063;120886;500797;0;0;Thursday;5;2021;15,93790475820462
2021-05-14;20949;120559;499765;0;0;Friday;5;2021;15,95806924849557
2021-05-15;20878;96478;498184;0;0;Saturday;5;2021;15,98380886244186
2021-05-16;20778;96070;495903;0;0;Sunday;5;2021;15,97824139479259
2021-05-17;20691;119777;493443;0;0;Monday;5;2021;15,98679388274152
2021-05-18;20576;119367;491154;0;0;Tuesday;5;2021;15,98641761597837
2021-05-19;20482;118916;488678;0;0;Wednesday;5;2021;15,99232077963696
2021-05-20;20371;118372;486593;0;0;Thursday;5;2021;16,00080616248298
2021-05-21;20274;117972;483841;0;0;Friday;5;2021;16,00063097253198
2021-05-22;20159;93907;481535;0;0;Saturday;5;2021;16,00850398555614
2021-05-23;20052;93702;479216;0;0;Sunday;5;2021;16,03018473552459
2021-05-24;19930;116530;475834;0;0;Monday;5;2021;16,02437536827873
2021-05-25;19798;116046;473215;0;0;Tuesday;5;2021;16,02539685723251
2021-05-26;19686;115463;470581;0;0;Wednesday;5;2021;16,03336894539694
2021-05-27;19565;115009;467861;0;0;Thursday;5;2021;16,04210323598960
2021-05-28;19445;114431;464628;0;0;Friday;5;2021;16,04777908080504
2021-05-29;19303;91151;462345;0;0;Saturday;5;2021;16,05624542110998
2021-05-30;19199;90636;459518;0;0;Sunday;5;2021;16,05959970738198
2021-05-31;19073;112750;456402;0;0;Monday;5;2021;16,06649953544783
2021-06-01;18937;112102;453494;0;0;Tuesday;6;2021;16,07081254909644
2021-06-02;18815;111452;450110;0;0;Wednesday;6;2021;16,08497705117339
2021-06-03;18655;110901;446570;0;0;Thursday;6;2021;16,09708254732101
2021-06-04;18494;110265;443716;0;0;Friday;6;2021;16,10189165045975
2021-06-05;18373;87769;441338;0;0;Saturday;6;2021;16,12002291919053
2021-06-06;18254;87165;437800;0;0;Sunday;6;2021;16,12672678074858
2021-06-07;18098;108446;434796;0;0;Monday;6;2021;16,13751494680391
2021-06-08;17963;107788;431722;0;0;Tuesday;6;2021;16,14479399555389
2021-06-09;17826;106993;428392;0;0;Wednesday;6;2021;16,14366939689792
2021-06-10;17691;106394;424408;0;0;Thursday;6;2021;16,15600969822822
2021-06-11;17514;105409;420619;0;0;Friday;6;2021;16,14250467960291
2021-06-12;17371;83565;416326;0;0;Saturday;6;2021;16,13781923120521
2021-06-13;17200;83075;412998;0;0;Sunday;6;2021;16,14909549589571
2021-06-14;17049;103287;409365;0;0;Monday;6;2021;16,16649827218952
2021-06-15;16882;102329;405381;0;0;Tuesday;6;2021;16,15642924161822
2021-06-16;16728;101674;401847;0;0;Wednesday;6;2021;16,17325521055535
2021-06-17;16564;100854;397370;0;0;Thursday;6;2021;16,16491332496172
2021-06-18;16388;100086;393466;0;0;Friday;6;2021;16,16395012202156
2021-06-19;16227;79224;389611;0;0;Saturday;6;2021;16,15565520037120
2021-06-20;16078;78597;385541;0;0;Sunday;6;2021;16,15883406618503
2021-06-21;15906;97303;381333;0;0;Monday;6;2021;16,16432545163140
2021-06-22;15727;96513;377612;0;0;Tuesday;6;2021;16,17344621594754
2021-06-23;15567;95557;373041;0;0;Wednesday;6;2021;16,17422268048368
2021-06-24;15376;94726;369000;0;0;Thursday;6;2021;16,17902614388634
2021-06-25;15206;93838;365123;0;0;Friday;6;2021;16,18705630813968
2021-06-26;15037;74256;360602;0;0;Saturday;6;2021;16,18233208470513
2021-06-27;14855;73519;356481;0;0;Sunday;6;2021;16,18032053416896
2021-06-28;14688;91149;353182;0;0;Monday;6;2021;16,19910485317503
2021-06-29;14535;90048;347657;0;0;Tuesday;6;2021;16,17457348003919
2021-06-30;14329;89117;343361;0;0;Wednesday;6;2021;16,18913184566939
2021-07-01;14142;88295;339857;0;0;Thursday;7;2021;16,20473218801860
2021-07-02;13980;87321;335908;0;0;Friday;7;2021;16,22324179367858
2021-07-03;13803;69085;331781;0;0;Saturday;7;2021;16,22422623626679
2021-07-04;13633;68368;328047;0;0;Sunday;7;2021;16,23762610606867
2021-07-05;13470;84468;324371;0;0;Monday;7;2021;16,24478049864595
2021-07-06;13311;83520;319898;0;0;Tuesday;7;2021;16,24340072662637
2021-07-07;13128;82686;316317;0;0;Wednesday;7;2021;16,25392920644688
2021-07-08;12973;81550;312657;0;0;Thursday;7;2021;16,26263271469679
2021-07-09;12817;80496;307834;0;0;Friday;7;2021;16,26374247702146
2021-07-10;12617;63660;304066;0;0;Saturday;7;2021;16,26414154853515
2021-07-11;12465;62880;300264;0;0;Sunday;7;2021;16,26648268660128
2021-07-12;12306;77673;296226;0;0;Monday;7;2021;16,27649710023449
2021-07-13;12134;76757;292197;0;0;Tuesday;7;2021;16,28097357196459
2021-07-14;11965;75803;287243;0;0;Wednesday;7;2021;16,27245185852991
2021-07-15;11767;74806;283216;0;0;Thursday;7;2021;16,28053764383096
2021-07-16;11597;73937;278974;0;0;Friday;7;2021;16,28186767979282
2021-07-17;11422;58470;274674;0;0;Saturday;7;2021;16,29447583235811
2021-07-18;11239;57526;269963;0;0;Sunday;7;2021;16,28738804944333
2021-07-19;11049;71003;265570;0;0;Monday;7;2021;16,27330248212309
2021-07-20;10879;70079;260797;0;0;Tuesday;7;2021;16,27332498826284
2021-07-21;10686;69115;257139;0;0;Wednesday;7;2021;16,27195454315654
2021-07-22;10535;68198;253365;0;0;Thursday;7;2021;16,28371686247684
2021-07-23;10374;66994;248753;0;0;Friday;7;2021;16,27002275217426
2021-07-24;10193;52812;243793;0;0;Saturday;7;2021;16,26433722731171
2021-07-25;9994;52020;240120;0;0;Sunday;7;2021;16,26807717315236
2021-07-26;9841;63969;235349;0;0;Monday;7;2021;16,26571432896807
2021-07-27;9646;62908;231671;0;0;Tuesday;7;2021;16,26880191087623
2021-07-28;9495;61915;227810;0;0;Wednesday;7;2021;16,26181890824238
2021-07-29;9340;60818;223525;0;0;Thursday;7;2021;16,25857636205732
2021-07-30;9165;59934;219473;0;0;Friday;7;2021;16,25438103534557
2021-07-31;9001;47180;214974;0;0;Saturday;7;2021;16,24194235190836
2021-08-01;8825;46375;210773;0;0;Sunday;8;2021;16,25077272615098
2021-08-02;8649;56841;206419;0;0;Monday;8;2021;16,25036203191835
2021-08-03;8469;55968;202403;0;0;Tuesday;8;2021;16,24980262094000
2021-08-04;8305;54914;199140;0;0;Wednesday;8;2021;16,26589220625278
2021-08-05;8161;54097;195390;0;0;Thursday;8;2021;16,27756964220114
2021-08-06;8001;53207;191265;0;0;Friday;8;2021;16,27563285183753
2021-08-07;7834;41782;187133;0;0;Saturday;8;2021;16,28943277988465
2021-08-08;7659;41058;183320;0;0;Sunday;8;2021;16,29064304631276
2021-08-09;7501;50321;179141;0;0;Monday;8;2021;16,29133055998673
2021-08-10;7331;49333;175801;0;0;Tuesday;8;2021;16,29799500698354
2021-08-11;7192;48338;171574;0;0;Wednesday;8;2021;16,30440020303021
2021-08-12;7014;47398;168168;0;0;Thursday;8;2021;16,30832474030366
2021-08-13;6875;46592;164910;0;0;Friday;8;2021;16,31080486421055
2021-08-14;6740;36566;161491;0;0;Saturday;8;2021;16,31980506805502
2021-08-15;6597;35832;157994;0;0;Sunday;8;2021;16,33474677035794
2021-08-16;6446;43789;154873;0;0;Monday;8;2021;16,33580803445839
2021-08-17;6319;42929;152180;0;0;Tuesday;8;2021;16,35532565721219
2021-08-18;6203;41965;148427;0;0;Wednesday;8;2021;16,35197568591646
2021-08-19;6052;41218;144967;0;0;Thursday;8;2021;16,37699025744995
2021-08-20;5902;40244;141705;0;0;Friday;8;2021;16,39019318769014
2021-08-21;5763;31559;138791;0;0;Saturday;8;2021;16,39157793410835
2021-08-22;5646;30908;135876;0;0;Sunday;8;2021;16,37532141590935
2021-08-23;5531;37810;132339;0;0;Monday;8;2021;16,37634092144054
2021-08-24;5388;36932;129142;0;0;Tuesday;8;2021;16,37786494220864
2021-08-25;5256;36270;126043;0;0;Wednesday;8;2021;16,39731446529697
2021-08-26;5125;35615;122622;0;0;Thursday;8;2021;16,40607682603596
2021-08-27;4982;34715;119798;0;0;Friday;8;2021;16,39286567071521
2021-08-28;4871;27096;117121;0;0;Saturday;8;2021;16,40059254342637
2021-08-29;4761;26454;114114;0;0;Sunday;8;2021;16,39616446608138
2021-08-30;4639;32374;111659;0;0;Monday;8;2021;16,38415553505907
2021-08-31;4543;31753;109007;0;0;Tuesday;8;2021;16,39834590269136
2021-09-01;4431;30947;106461;0;0;Wednesday;9;2021;16,40936295984887
2021-09-02;4325;30184;103986;0;0;Thursday;9;2021;16,41036273260664
2021-09-03;4225;29472;101583;0;0;Friday;9;2021;16,42973744941193
2021-09-04;4122;22927;98743;0;0;Saturday;9;2021;16,43161539570929
2021-09-05;4007;22391;96839;0;0;Sunday;9;2021;16,41976155176214
2021-09-06;3934;27395;94026;0;0;Monday;9;2021;16,43387107267286
2021-09-07;3815;26675;91399;0;0;Tuesday;9;2021;16,43212106438710
2021-09-08;3707;26136;89014;0;0;Wednesday;9;2021;16,43849418005358
2021-09-09;3612;25488;86989;0;0;Thursday;9;2021;16,43426176207872
2021-09-10;3529;24873;84400;0;0;Friday;9;2021;16,42621716459132
2021-09-11;3427;19454;82994;0;0;Saturday;9;2021;16,43563149084407
2021-09-12;3367;18970;80927;0;0;Sunday;9;2021;16,43164462053780
2021-09-13;3283;23029;78665;0;0;Monday;9;2021;16,43122889954029
2021-09-14;3192;22634;77775;0;0;Tuesday;9;2021;16,44346971857091
2021-09-15;3153;21928;75581;0;0;Wednesday;9;2021;16,42284593030312
2021-09-16;3070;21297;73590;0;0;Thursday;9;2021;16,41847375355787
2021-09-17;2987;20778;72262;0;0;Friday;9;2021;16,43876936004023
2021-09-18;2930;16249;71342;0;0;Saturday;9;2021;16,44371549865934
2021-09-19;2894;15762;69302;0;0;Sunday;9;2021;16,43188366175573
2021-09-20;2812;19365;67579;0;0;Monday;9;2021;16,43638947395549
2021-09-21;2740;18898;66216;0;0;Tuesday;9;2021;16,44184440504496
2021-09-22;2686;18340;65190;0;0;Wednesday;9;2021;16,43908570221694
2021-09-23;2644;18140;63892;0;0;Thursday;9;2021;16,43723232115453
2021-09-24;2591;17660;63051;0;0;Friday;9;2021;16,44184207281099
2021-09-25;2557;13765;61753;0;0;Saturday;9;2021;16,45523950151441
2021-09-26;2504;13492;61188;0;0;Sunday;9;2021;16,45182542134397
2021-09-27;2479;16674;60458;0;0;Monday;9;2021;16,46398770410558
2021-09-28;2448;16196;59607;0;0;Tuesday;9;2021;16,45031304757601
2021-09-29;2415;15807;59105;0;0;Wednesday;9;2021;16,47522161477309
2021-09-30;2392;15504;58573;0;0;Thursday;9;2021;16,48793247973169
2021-10-01;2370;15245;58232;0;0;Friday;10;2021;16,48670649865156
2021-10-02;2354;11970;58241;0;0;Saturday;10;2021;16,49067055314797
2021-10-03;2354;11795;58068;0;0;Sunday;10;2021;16,48334516994218
2021-10-04;2348;14463;58384;0;0;Monday;10;2021;16,47901609131444
2021-10-05;2362;14314;58645;0;0;Tuesday;10;2021;16,48699127645970
2021-10-06;2371;14123;58023;0;0;Wednesday;10;2021;16,47134601685522
2021-10-07;2349;13947;58062;0;0;Thursday;10;2021;16,48311850908013
2021-10-08;2348;13810;57581;0;0;Friday;10;2021;16,49648233965927
2021-10-09;2328;10946;57122;0;0;Saturday;10;2021;16,50270477842417
2021-10-10;2308;10873;57815;0;0;Sunday;10;2021;16,49982228205228
2021-10-11;2337;13608;58027;0;0;Monday;10;2021;16,51115865220867
2021-10-12;2344;13577;59642;0;0;Tuesday;10;2021;16,51412571722686
2021-10-13;2407;13671;59581;0;0;Wednesday;10;2021;16,53688346735272
2021-10-14;2403;13735;58791;0;0;Thursday;10;2021;16,54691700884950
2021-10-15;2370;13632;58882;1;0;Friday;10;2021;16,57051646578648
2021-10-16;2369;10889;57847;1;0;Saturday;10;2021;16,56942153533078
2021-10-17;2328;10814;57712;1;0;Sunday;10;2021;16,58595208855565
2021-10-18;2320;13395;58198;1;0;Monday;10;2021;16,60064558012824
2021-10-19;2338;13590;58310;1;0;Tuesday;10;2021;16,61201861169898
2021-10-20;2340;13656;58712;1;0;Wednesday;10;2021;16,63474028862407
2021-10-21;2354;14034;59033;1;0;Thursday;10;2021;16,65152339427028
2021-10-22;2366;14018;59099;1;0;Friday;10;2021;16,66753042063190
2021-10-23;2365;11078;59233;1;0;Saturday;10;2021;16,68629990139045
2021-10-24;2367;11078;59466;1;0;Sunday;10;2021;16,68412724765595
2021-10-25;2377;13603;60792;1;0;Monday;10;2021;16,69601237503173
2021-10-26;2428;13553;61545;1;0;Tuesday;10;2021;16,71369338959957
2021-10-27;2456;13669;62584;1;0;Wednesday;10;2021;16,69997250181513
2021-10-28;2497;13698;64004;1;0;Thursday;10;2021;16,71745333129639
2021-10-29;2553;13772;65451;1;0;Friday;10;2021;16,71168032720195
2021-10-30;2611;11075;66002;1;0;Saturday;10;2021;16,70193863153538
2021-10-31;2633;11059;67659;1;0;Sunday;10;2021;16,70591101900694
2021-11-01;2700;13831;69441;1;0;Monday;11;2021;16,69376235753391
2021-11-02;2773;13900;71281;1;0;Tuesday;11;2021;16,69101834116177
2021-11-03;2847;14189;72617;1;0;Wednesday;11;2021;16,70449388084067
2021-11-04;2898;14358;74544;1;0;Thursday;11;2021;16,71032623320724
2021-11-05;2975;14616;76376;1;0;Friday;11;2021;16,72817708289307
2021-11-06;3044;11952;78652;1;0;Saturday;11;2021;16,73593753207260
2021-11-07;3134;12226;80702;1;0;Sunday;11;2021;16,72382610461836
2021-11-08;3218;15396;81906;1;0;Monday;11;2021;16,71733060440292
2021-11-09;3266;15790;83562;1;0;Tuesday;11;2021;16,72392846759934
2021-11-10;3333;16238;86368;1;0;Wednesday;11;2021;16,72465634073018
2021-11-11;3442;16672;88289;1;0;Thursday;11;2021;16,73872636276928
2021-11-12;3515;16995;90217;1;0;Friday;11;2021;16,74523535239759
2021-11-13;3590;13942;92445;1;0;Saturday;11;2021;16,73914007976270
2021-11-14;3683;14268;94395;1;0;Sunday;11;2021;16,73865199245130
2021-11-15;3759;18391;97026;1;0;Monday;11;2021;16,75383987700130
2021-11-16;3861;18868;98880;1;0;Tuesday;11;2021;16,74938575619802
2021-11-17;3936;19131;101493;1;0;Wednesday;11;2021;16,73938259766726
2021-11-18;4043;19536;104424;1;0;Thursday;11;2021;16,75003423829785
2021-11-19;4155;20188;106876;1;0;Friday;11;2021;16,75686162597709
2021-11-20;4253;16490;109423;1;0;Saturday;11;2021;16,75389434515801
2021-11-21;4354;16844;111279;1;0;Sunday;11;2021;16,75843248030752
2021-11-22;4426;21609;114068;1;0;Monday;11;2021;16,76496874775587
2021-11-23;4537;22054;116746;1;0;Tuesday;11;2021;16,76230250361218
2021-11-24;4643;22667;167642;1;0;Wednesday;11;2021;16,77095003693557
2021-11-25;4760;23093;171263;1;1;Thursday;11;2021;16,76901484723899
2021-11-26;4864;23725;175383;1;1;Friday;11;2021;16,77058328571839
2021-11-27;4979;19523;179704;1;1;Saturday;11;2021;16,78301177909773
2021-11-28;5099;19986;130939;1;1;Sunday;11;2021;16,78515640201812
2021-11-29;5204;25559;134115;1;0;Monday;11;2021;16,77345756526132
2021-11-30;5330;25988;141500;1;0;Tuesday;11;2021;16,77581366484677
2021-12-01;5622;26634;146626;0;0;Wednesday;12;2021;16,76381412088401
2021-12-02;5831;27238;152758;0;0;Thursday;12;2021;16,76354579274740
2021-12-03;6075;27920;158636;0;0;Friday;12;2021;16,76217563477896
2021-12-04;6309;22888;164836;0;0;Saturday;12;2021;16,79892083262176
2021-12-05;6541;23430;170293;0;0;Sunday;12;2021;16,80883288852049
2021-12-06;6754;30003;176664;0;0;Monday;12;2021;16,81825305010781
2021-12-07;7002;30631;182669;0;0;Tuesday;12;2021;16,82525503194024
2021-12-08;7239;31378;188071;0;0;Wednesday;12;2021;16,82496307982105
2021-12-09;7452;33054;192999;0;0;Thursday;12;2021;16,80319139127235
2021-12-10;7657;34339;199099;0;0;Friday;12;2021;16,82631851058532
2021-12-11;7889;28612;204684;0;0;Saturday;12;2021;16,82615600671853
2021-12-12;8109;29720;209608;0;0;Sunday;12;2021;16,82253558858118
2021-12-13;8306;38503;215097;0;0;Monday;12;2021;16,82123589888024
2021-12-14;8523;39799;220758;0;0;Tuesday;12;2021;16,83698552349891
2021-12-15;8740;41297;225742;0;0;Wednesday;12;2021;16,84944242203893
2021-12-16;8933;42740;231544;0;0;Thursday;12;2021;16,86765828007445
2021-12-17;9151;44004;236352;0;0;Friday;12;2021;16,87545297148753
2021-12-18;9336;36184;241936;0;0;Saturday;12;2021;16,87930290903205
2021-12-19;9556;37290;247158;0;0;Sunday;12;2021;16,88180056315632
2021-12-20;9760;47883;252414;0;0;Monday;12;2021;16,87122882015910
2021-12-21;9974;49052;258038;0;0;Tuesday;12;2021;16,87882477481253
2021-12-22;10194;50345;263190;0;0;Wednesday;12;2021;16,88045103103713
2021-12-23;10394;51645;376969;0;0;Thursday;12;2021;16,88162137933662
2021-12-24;10634;52824;383945;0;1;Friday;12;2021;16,89714830194361
2021-12-25;10821;43328;392461;0;1;Saturday;12;2021;16,91426043667900
2021-12-26;11050;44290;286080;0;1;Sunday;12;2021;16,94379738540122
2021-12-27;11255;56690;291755;0;0;Monday;12;2021;16,95344665876876
2021-12-28;11473;57934;297645;0;0;Tuesday;12;2021;16,95749816068623
2021-12-29;11702;59199;302233;0;0;Wednesday;12;2021;16,95341484594471
2021-12-30;11884;60506;431487;0;0;Thursday;12;2021;16,95808147991178
2021-12-31;12116;61771;438413;0;1;Friday;12;2021;16,98028745237583
2022-01-01;12294;50566;318862;0;1;Saturday;1;2022;16,98292493613923
2022-01-02;12519;51524;323928;0;0;Sunday;1;2022;17,00501192255248
2022-01-03;12699;65775;329231;0;0;Monday;1;2022;17,00778435455703
2022-01-04;12905;67015;334539;0;0;Tuesday;1;2022;17,01488765638826
2022-01-05;13108;68449;339764;0;0;Wednesday;1;2022;17,04469686022685
2022-01-06;13290;69814;345422;0;0;Thursday;1;2022;17,04996850865072
2022-01-07;13506;70873;350029;0;0;Friday;1;2022;17,04044145691618
2022-01-08;13695;57802;353966;0;0;Saturday;1;2022;17,03870502884201
2022-01-09;13851;58632;359751;0;0;Sunday;1;2022;17,03313586549471
2022-01-10;14081;74666;365383;0;0;Monday;1;2022;17,03903423398579
2022-01-11;14297;75716;370291;0;0;Tuesday;1;2022;17,03831133895752
2022-01-12;14488;76987;375833;0;0;Wednesday;1;2022;17,04709173334409
2022-01-13;14698;78302;381778;0;0;Thursday;1;2022;17,06832994847283
2022-01-14;14912;79380;386866;0;0;Friday;1;2022;17,06356701285271
2022-01-15;15116;64500;391996;0;0;Saturday;1;2022;17,05848326787525
2022-01-16;15319;65427;397943;0;0;Sunday;1;2022;17,06091927275155
2022-01-17;15548;82775;403855;0;0;Monday;1;2022;17,07474744015067
2022-01-18;15768;84198;409058;0;0;Tuesday;1;2022;17,08350771138570
2022-01-19;15964;85524;414746;0;0;Wednesday;1;2022;17,08955222027024
2022-01-20;16181;86759;420263;0;0;Thursday;1;2022;17,11026971454774
2022-01-21;16376;88032;425719;0;0;Friday;1;2022;17,11258330456586
2022-01-22;16585;71544;431185;0;0;Saturday;1;2022;17,13606852342668
2022-01-23;16774;72474;435841;0;0;Sunday;1;2022;17,12596255872406
2022-01-24;16965;91869;441850;0;0;Monday;1;2022;17,13377317101100
2022-01-25;17193;93315;447588;0;0;Tuesday;1;2022;17,14781610566420
2022-01-26;17402;94720;453218;0;0;Wednesday;1;2022;17,16420267994048
